# r (Mpc/h_fid) | xi | err_xi
6.600000e+01	6.939395e-03	1.311639e-04
6.800000e+01	6.195755e-03	1.710276e-04
7.000000e+01	5.214900e-03	9.827616e-05
7.200000e+01	4.362634e-03	8.396471e-05
7.400000e+01	3.935128e-03	2.186984e-04
7.600000e+01	3.432441e-03	9.269980e-05
7.800000e+01	2.958130e-03	6.428822e-05
8.000000e+01	2.798879e-03	9.601318e-05
8.200000e+01	2.408401e-03	9.720415e-05
8.400000e+01	2.395990e-03	1.402306e-04
8.600000e+01	2.509310e-03	1.803207e-04
8.800000e+01	2.636721e-03	1.772397e-04
9.000000e+01	2.768242e-03	1.164544e-04
9.200000e+01	3.053776e-03	1.847716e-04
9.400000e+01	3.215065e-03	2.523410e-04
9.600000e+01	3.370275e-03	2.119786e-04
9.800000e+01	3.437873e-03	2.065880e-04
1.000000e+02	3.515319e-03	9.205416e-05
1.020000e+02	3.554383e-03	7.146308e-05
1.040000e+02	3.281247e-03	1.492143e-04
1.060000e+02	2.990283e-03	1.980044e-04
1.080000e+02	2.604551e-03	1.197852e-04
1.100000e+02	2.239304e-03	1.763535e-04
1.120000e+02	1.737743e-03	1.080526e-04
1.140000e+02	1.246253e-03	1.565341e-04
1.160000e+02	1.005580e-03	1.192065e-04
1.180000e+02	4.415607e-04	1.677200e-04
1.200000e+02	1.113826e-04	6.956515e-05
1.220000e+02	-9.610884e-05	8.524640e-05
1.240000e+02	-2.581512e-04	1.446206e-04
