# s (Mpc/h_fid) | xi_{ell=0,2,4}
6.600000e+01	-8.298001e-03	-9.541145e-03	-1.824978e-02
6.800000e+01	1.697990e-02	-1.917553e-02	-4.872049e-02
7.000000e+01	1.102067e-02	-1.967871e-02	1.110448e-02
7.200000e+01	1.523424e-03	-1.363018e-02	-4.759439e-02
7.400000e+01	-7.140495e-03	4.651496e-02	-7.871993e-03
7.600000e+01	2.934932e-03	1.394764e-02	3.151523e-02
7.800000e+01	2.074322e-02	-2.458392e-02	-4.521729e-02
8.000000e+01	-1.156151e-02	1.645475e-02	6.569243e-02
8.200000e+01	9.594045e-03	-7.901125e-03	-6.641748e-03
8.400000e+01	-1.018606e-03	-7.640392e-04	-4.361818e-02
8.600000e+01	-9.196996e-03	1.952182e-02	-9.280042e-03
8.800000e+01	1.112396e-02	2.056708e-02	5.408612e-03
9.000000e+01	8.768771e-03	1.348678e-02	-6.119432e-03
9.200000e+01	7.389077e-03	-9.471161e-03	-2.681815e-02
9.400000e+01	5.866896e-04	5.817909e-03	-1.184771e-02
9.600000e+01	7.664558e-03	-4.297439e-02	-7.140232e-03
9.800000e+01	-1.104749e-02	9.133198e-03	-6.979412e-02
1.000000e+02	1.400656e-03	8.786339e-03	3.491125e-02
1.020000e+02	2.587198e-03	3.088582e-02	3.491100e-02
1.040000e+02	-1.031644e-02	-1.606786e-02	-3.499346e-02
1.060000e+02	2.936280e-02	3.469405e-03	4.739802e-02
1.080000e+02	-8.099106e-03	-6.049584e-03	2.774592e-02
1.100000e+02	-1.096220e-02	-2.944626e-02	-4.292911e-02
1.120000e+02	-1.427218e-03	7.108310e-03	2.150472e-02
1.140000e+02	7.925335e-03	8.074813e-03	4.525573e-03
1.160000e+02	8.463085e-03	1.092245e-02	-1.048097e-02
1.180000e+02	-4.380013e-03	1.506669e-02	-5.183398e-02
1.200000e+02	8.971922e-03	1.720645e-02	3.206030e-02
1.220000e+02	5.881120e-03	4.942885e-03	-3.656456e-03
1.240000e+02	4.974853e-03	-2.137349e-02	7.729304e-04
