# r (Mpc/h_fid) | xi
6.600000e+01	7.597421e-03
6.800000e+01	-2.189158e-02
7.000000e+01	1.541663e-02
7.200000e+01	1.081351e-02
7.400000e+01	5.768706e-04
7.600000e+01	-3.966756e-03
7.800000e+01	-3.195423e-02
8.000000e+01	-3.858077e-03
8.200000e+01	1.169955e-02
8.400000e+01	-4.818087e-03
8.600000e+01	5.688039e-03
8.800000e+01	-2.795226e-03
9.000000e+01	2.110481e-04
9.200000e+01	-6.769456e-03
9.400000e+01	-7.249861e-03
9.600000e+01	-1.096773e-03
9.800000e+01	8.534793e-03
1.000000e+02	7.285594e-03
1.020000e+02	1.738936e-03
1.040000e+02	6.563985e-04
1.060000e+02	1.092150e-02
1.080000e+02	-8.014407e-03
1.100000e+02	-8.283690e-03
1.120000e+02	-1.554497e-02
1.140000e+02	4.467123e-03
1.160000e+02	1.112314e-02
1.180000e+02	-6.095305e-03
1.200000e+02	-2.146009e-03
1.220000e+02	8.348446e-03
1.240000e+02	-3.040048e-03
