# r (Mpc/h_fid) | xi
6.600000e+01	6.925189e-03
6.800000e+01	5.778970e-03
7.000000e+01	4.918312e-03
7.200000e+01	4.204241e-03
7.400000e+01	3.572030e-03
7.600000e+01	3.393414e-03
7.800000e+01	2.589025e-03
8.000000e+01	2.271160e-03
8.200000e+01	2.224634e-03
8.400000e+01	2.156636e-03
8.600000e+01	2.061795e-03
8.800000e+01	2.319283e-03
9.000000e+01	2.561861e-03
9.200000e+01	2.664451e-03
9.400000e+01	3.421787e-03
9.600000e+01	3.801084e-03
9.800000e+01	3.970134e-03
1.000000e+02	4.018815e-03
1.020000e+02	3.855827e-03
1.040000e+02	3.551532e-03
1.060000e+02	3.326970e-03
1.080000e+02	2.674717e-03
1.100000e+02	2.367397e-03
1.120000e+02	1.620426e-03
1.140000e+02	1.132770e-03
1.160000e+02	7.674088e-04
1.180000e+02	5.206392e-04
1.200000e+02	-2.299449e-06
1.220000e+02	-4.078044e-04
1.240000e+02	-3.898253e-04
