# k (h/Mpc) | (Pk | err_Pk) (Mpc/h)^3
1.500000e-02	6.000828e+04	8.802402e+02
2.500000e-02	5.418163e+04	4.450878e+02
3.500000e-02	4.229791e+04	6.425992e+02
4.500000e-02	3.328044e+04	4.883223e+02
5.500000e-02	2.836666e+04	9.231585e+01
6.500000e-02	2.497721e+04	1.827489e+02
7.500000e-02	2.208182e+04	1.265867e+02
8.500000e-02	1.833880e+04	5.278903e+01
9.500000e-02	1.516169e+04	5.583610e+01
1.050000e-01	1.300792e+04	2.729994e+01
1.150000e-01	1.172900e+04	8.104364e+01
1.250000e-01	1.078807e+04	3.640265e+01
1.350000e-01	9.904655e+03	3.344600e+01
1.450000e-01	8.862233e+03	1.587583e+01
1.550000e-01	7.811526e+03	1.193312e+01
1.650000e-01	7.077211e+03	5.873961e+00
1.750000e-01	6.467750e+03	1.590932e+01
1.850000e-01	6.103032e+03	3.318677e+00
1.950000e-01	5.725524e+03	9.432379e+00
