# r (Mpc/h_fid) | xi
6.600000e+01	7.186894e-03
6.800000e+01	6.531817e-03
7.000000e+01	5.395163e-03
7.200000e+01	4.445770e-03
7.400000e+01	4.243616e-03
7.600000e+01	3.600876e-03
7.800000e+01	3.077373e-03
8.000000e+01	2.990893e-03
8.200000e+01	2.580666e-03
8.400000e+01	2.676369e-03
8.600000e+01	2.852012e-03
8.800000e+01	2.984477e-03
9.000000e+01	2.998737e-03
9.200000e+01	3.375626e-03
9.400000e+01	3.642248e-03
9.600000e+01	3.760919e-03
9.800000e+01	3.787440e-03
1.000000e+02	3.610070e-03
1.020000e+02	3.566057e-03
1.040000e+02	3.572342e-03
1.060000e+02	3.359598e-03
1.080000e+02	2.839781e-03
1.100000e+02	2.590835e-03
1.120000e+02	1.953286e-03
1.140000e+02	1.545120e-03
1.160000e+02	1.242081e-03
1.180000e+02	7.743590e-04
1.200000e+02	2.389585e-04
1.220000e+02	4.676414e-05
1.240000e+02	3.108709e-05
