# k (h/Mpc) | (Pk | err_Pk) (Mpc/h)^3
1.500000e-02	5.901148e+04	7.558138e+02
2.500000e-02	5.351802e+04	5.366703e+02
3.500000e-02	4.204012e+04	5.048939e+02
4.500000e-02	3.306397e+04	3.555436e+02
5.500000e-02	2.833845e+04	5.558268e+01
6.500000e-02	2.507808e+04	1.678856e+02
7.500000e-02	2.218508e+04	5.765367e+01
8.500000e-02	1.851941e+04	7.582456e+01
9.500000e-02	1.537427e+04	5.401727e+01
1.050000e-01	1.318535e+04	8.541603e+01
1.150000e-01	1.194100e+04	8.184425e+01
1.250000e-01	1.103609e+04	5.699089e+01
1.350000e-01	1.019964e+04	5.448748e+01
1.450000e-01	9.188544e+03	1.201106e+01
1.550000e-01	8.045034e+03	2.738857e+01
1.650000e-01	7.302115e+03	2.493676e+01
1.750000e-01	6.688900e+03	1.317459e+01
1.850000e-01	6.355473e+03	1.883903e+01
1.950000e-01	5.985347e+03	1.547136e+01
